Protein_ID,Type,Tm,pLDDT,Status
Q5SIW3,thermo,79.09215319,86.98,High quality
Q5SIW4,thermo,62.29994205,90.88,High quality
Q5SIW5,thermo,77.70575784,74.94,High quality
Q5SIW6,thermo,62.67494785,92.32,High quality
Q5SIW8,thermo,76.97205753,96.12,High quality
Q5SIX0,thermo,88.41819693,93.56,High quality
Q5SIX2,thermo,65.93059987,75.81,High quality
Q5SIX4,thermo,81.84102013,90.0,High quality
Q5SIY0,thermo,82.0268824,96.09,High quality
Q5SIY1,thermo,85.70102671,97.62,High quality
Q5SIY2,thermo,86.77650753,93.62,High quality
Q5SIY3,thermo,88.20642499,95.94,High quality
Q5SIY4,thermo,90.61680046,96.87,High quality
Q5SIY7,thermo,75.72737673,94.25,High quality
Q5SIZ9,thermo,62.72281724,95.5,High quality
Q5SJ01,thermo,78.68807355,96.38,High quality
Q5SJ02,thermo,80.77442591,91.94,High quality
Q5SJ03,thermo,81.70805377,96.37,High quality
Q5SJ04,thermo,80.62896669,88.38,High quality
Q5SJ05,thermo,73.80671697,95.88,High quality
Q5SJ06,thermo,79.40112064,92.56,High quality
Q5SJ07,thermo,77.4050907,95.31,High quality
Q5SJ15,thermo,86.95381353,95.62,High quality
Q5SJ16,thermo,88.0608643,94.12,High quality
Q5SJ22,thermo,79.35400822,88.56,High quality
Q5SJ26,thermo,62.80009478,94.8,High quality
Q5SJ29,thermo,73.78183292,89.81,High quality
Q5SJ30,thermo,86.05501185,95.12,High quality
Q5SJ32,thermo,88.54097746,92.06,High quality
Q5SJ34,thermo,83.17586017,93.75,High quality
Q5SJ35,thermo,87.24932502,96.14,High quality
Q5SJ36,thermo,82.02351343,91.88,High quality
Q5SJ37,thermo,61.88914212,96.0,High quality
Q5SJ39,thermo,70.13114446,94.21,High quality
Q5SJ45,thermo,75.46616999,94.45,High quality
Q5SJ47,thermo,83.79568827,94.57,High quality
Q5SJ49,thermo,78.89814236,92.08,High quality
Q5SJ50,thermo,81.95849797,95.69,High quality
Q5SJ55,thermo,86.06998414,96.06,High quality
Q5SJ59,thermo,70.58469334,83.69,High quality
Q5SJ64,thermo,76.42530607,93.94,High quality
Q5SJ65,thermo,74.85326733,97.6,High quality
Q5SJ66,thermo,85.04540801,96.25,High quality
Q5SJ68,thermo,78.69714287,94.38,High quality
Q5SJ69,thermo,81.47445076,94.5,High quality
Q5SJ70,thermo,83.5205642,93.44,High quality
Q5SJ72,thermo,84.81048686,95.5,High quality
Q5SJ74,thermo,78.74843998,92.94,High quality
Q5SJ75,thermo,79.01825094,92.62,High quality
Q5SJ76,thermo,86.81553114,95.72,High quality
Q5SJ82,thermo,67.36774291,85.69,High quality
Q5SJ83,thermo,65.84904083,93.06,High quality
Q5SJ84,thermo,89.70312081,96.44,High quality
Q5SJ85,thermo,88.35726957,96.29,High quality
Q5SJ86,thermo,84.58462023,93.69,High quality
Q5SJ91,thermo,66.66849797,94.5,High quality
Q5SJ93,thermo,88.62735044,92.23,High quality
Q5SJ94,thermo,60.74311394,95.98,High quality
Q5SJ97,thermo,66.96286547,95.44,High quality
Q5SJ98,thermo,67.70991362,94.81,High quality
Q5SJA3,thermo,84.35767151,86.69,High quality
Q5SJA5,thermo,74.14941147,59.47,Low quality (pLDDT < 70)
Q5SJA9,thermo,78.59372782,89.69,High quality
Q5SJB0,thermo,85.99490511,92.56,High quality
Q5SJB1,thermo,81.8989652,93.75,High quality
Q5SJB8,thermo,66.81263983,93.47,High quality
Q5SJB9,thermo,71.42548395,93.94,High quality
Q5SJC0,thermo,78.98113103,91.97,High quality
Q5SJC2,thermo,73.20155027,91.88,High quality
Q5SJC3,thermo,87.394191,98.25,High quality
Q5SJC4,thermo,76.01625505,93.89,High quality
Q5SJC5,thermo,62.8342671,83.62,High quality
Q5SJC6,thermo,81.87012722,91.94,High quality
Q5SJC8,thermo,79.70387991,97.55,High quality
Q5SJC9,thermo,83.60055195,94.06,High quality
Q5SJD0,thermo,80.7522902,96.0,High quality
Q5SJD2,thermo,74.30230358,93.45,High quality
Q5SJD5,thermo,69.95348954,93.06,High quality
Q5SJD8,thermo,67.71771728,95.7,High quality
Q5SJE1,thermo,63.2434232,74.41,High quality
Q5SJE6,thermo,84.11222925,97.06,High quality
Q5SJE8,thermo,84.81137371,97.86,High quality
Q5SJE9,thermo,77.20538238,91.56,High quality
Q5SJF0,thermo,70.61361551,95.06,High quality
Q5SJF1,thermo,83.30892025,96.75,High quality
Q5SJF2,thermo,83.93425819,92.56,High quality
Q5SJF5,thermo,73.07526902,96.31,High quality
Q5SJF8,thermo,73.67182737,97.36,High quality
Q5SJG0,thermo,90.05462687,90.31,High quality
Q5SJG2,thermo,80.8812399,83.94,High quality
Q5SJG3,thermo,73.7615344,95.73,High quality
Q5SJG5,thermo,86.13800661,90.0,High quality
Q5SJG6,thermo,75.59213107,90.79,High quality
Q5SJG7,thermo,88.18361638,95.03,High quality
Q5SJG8,thermo,71.23076929,90.31,High quality
Q5SJG9,thermo,62.92822397,96.12,High quality
Q5SJH0,thermo,83.74220476,94.06,High quality
Q5SJH1,thermo,86.53916826,95.38,High quality
Q5SJH2,thermo,79.9175606,80.19,High quality
Q5SJH3,thermo,88.90010493,93.36,High quality
Q5SJH4,thermo,73.59089619,94.5,High quality
Q5SJH9,thermo,87.48729456,96.5,High quality
Q5SJI0,thermo,73.8330856,96.5,High quality
Q5SJJ2,thermo,77.12086267,87.12,High quality
Q5SJJ4,thermo,78.15247798,83.81,High quality
Q5SJK2,thermo,79.70300898,84.56,High quality
Q5SJK3,thermo,81.13859165,91.88,High quality
Q5SJK6,thermo,85.49495534,79.88,High quality
Q5SJK9,thermo,83.5054147,89.75,High quality
Q5SJL0,thermo,83.23770276,85.81,High quality
Q5SJL2,thermo,71.06479889,97.25,High quality
Q5SJL6,thermo,65.54787791,95.06,High quality
Q5SJM0,thermo,89.21013505,95.62,High quality
Q5SJM1,thermo,83.21843041,98.19,High quality
Q5SJM2,thermo,83.653327,94.38,High quality
Q5SJM3,thermo,62.65144556,95.31,High quality
Q5SJM4,thermo,69.70873627,96.67,High quality
Q5SJM5,thermo,85.12746147,95.62,High quality
Q5SJM7,thermo,82.47876093,91.75,High quality
Q5SJM9,thermo,75.86310276,92.06,High quality
Q5SJN0,thermo,90.63003551,95.69,High quality
Q5SJN4,thermo,74.79419697,82.56,High quality
Q5SJN5,thermo,74.39858422,88.81,High quality
Q5SJN6,thermo,85.89102273,97.19,High quality
Q5SJN7,thermo,78.19703851,88.94,High quality
Q5SJN8,thermo,84.22353573,96.81,High quality
Q5SJN9,thermo,65.71592946,85.94,High quality
Q5SJP0,thermo,74.29468163,96.06,High quality
Q5SJP2,thermo,78.83329297,91.06,High quality
Q5SJP6,thermo,68.19469824,97.12,High quality
Q5SJP7,thermo,78.95788567,98.26,High quality
Q5SJP8,thermo,85.64975422,97.02,High quality
Q5SJP9,thermo,87.17248187,95.81,High quality
Q5SJQ0,thermo,77.60263611,95.06,High quality
Q5SJQ3,thermo,84.42369134,95.0,High quality
Q5SJQ4,thermo,84.61247352,94.5,High quality
Q5SJQ5,thermo,83.38523602,94.62,High quality
Q5SJQ6,thermo,73.3358485,91.5,High quality
Q5SJQ7,thermo,90.02229384,96.25,High quality
Q5SJQ8,thermo,89.69579324,94.25,High quality
Q5SJR1,thermo,77.97643288,96.81,High quality
Q5SJR8,thermo,66.84850845,95.0,High quality
Q5SJS1,thermo,82.97577923,92.44,High quality
Q5SJS4,thermo,61.5449328,96.89,High quality
Q5SJS7,thermo,68.49914119,87.22,High quality
Q5SJS8,thermo,72.19212989,95.5,High quality
Q5SJT0,thermo,76.91729575,92.38,High quality
Q5SJT3,thermo,80.1028182,93.31,High quality
Q5SJU8,thermo,78.4562974,85.94,High quality
Q5SJU9,thermo,78.31276955,96.31,High quality
Q5SJV0,thermo,86.54587248,96.19,High quality
Q5SJV1,thermo,70.21774641,93.53,High quality
Q5SJV3,thermo,76.68886764,83.56,High quality
Q5SJV5,thermo,76.54798759,75.56,High quality
Q5SJV7,thermo,74.22206309,94.38,High quality
Q5SJV8,thermo,66.26081003,92.58,High quality
Q5SJW0,thermo,85.23883606,96.38,High quality
Q5SJW1,thermo,62.75282821,96.38,High quality
Q5SJW2,thermo,66.4048408,95.38,High quality
Q5SJW3,thermo,74.33753716,82.12,High quality
Q5SJW4,thermo,89.52894538,97.81,High quality
Q5SJW6,thermo,86.36889822,96.56,High quality
Q5SJX0,thermo,72.53724972,89.25,High quality
Q5SJX1,thermo,88.72726433,90.5,High quality
Q5SJX7,thermo,87.98972772,97.24,High quality
Q5SJX8,thermo,84.70078368,96.62,High quality
Q5SJX9,thermo,70.29290001,95.38,High quality
Q5SJY6,thermo,85.40957501,80.31,High quality
Q5SJY7,thermo,90.02646418,98.62,High quality
Q5SJY8,thermo,75.55516036,95.12,High quality
Q5SJY9,thermo,81.44352252,96.38,High quality
Q5SJZ0,thermo,88.11096235,97.69,High quality
Q5SJZ6,thermo,83.81665393,97.07,High quality
Q5SJZ8,thermo,74.88136065,84.31,High quality
Q5SK00,thermo,65.78633258,96.31,High quality
Q5SK01,thermo,75.62508812,95.64,High quality
Q5SK02,thermo,70.04808205,96.88,High quality
Q5SK03,thermo,87.66468465,94.44,High quality
Q5SK05,thermo,73.79761889,97.12,High quality
Q5SK14,thermo,89.19379588,94.94,High quality
Q5SK15,thermo,78.30225481,93.81,High quality
Q5SK16,thermo,90.34440968,88.44,High quality
Q5SK18,thermo,62.56496867,96.69,High quality
Q5SK21,thermo,78.5855158,86.06,High quality
Q5SK25,thermo,78.54982534,87.38,High quality
Q5SK26,thermo,74.1849495,85.06,High quality
Q5SK27,thermo,77.8241407,89.56,High quality
Q5SK28,thermo,88.09887125,98.1,High quality
Q5SK30,thermo,68.52302155,88.12,High quality
Q5SK31,thermo,81.06806594,89.57,High quality
Q5SK41,thermo,89.55623562,95.62,High quality
Q5SK42,thermo,72.59729579,96.94,High quality
Q5SK45,thermo,77.96691654,88.25,High quality
Q5SK47,thermo,75.3919484,92.94,High quality
Q5SK48,thermo,71.02703038,94.47,High quality
Q5SK50,thermo,87.75092992,94.0,High quality
Q5SK52,thermo,71.61017499,95.19,High quality
Q5SK53,thermo,82.18434394,91.06,High quality
Q5SK57,thermo,70.52921405,95.62,High quality
Q5SK59,thermo,87.47596868,95.06,High quality
Q5SK60,thermo,75.44206404,87.62,High quality
Q5SK63,thermo,86.85059326,97.5,High quality
Q5SK65,thermo,82.11711541,94.15,High quality
Q5SK69,thermo,84.11353795,95.56,High quality
Q5SK78,thermo,64.33068598,86.44,High quality
Q5SK82,thermo,87.7996369,94.16,High quality
Q5SK83,thermo,77.10340262,94.19,High quality
Q5SK84,thermo,82.19500815,90.56,High quality
Q5SK86,thermo,90.11943285,94.81,High quality
Q5SK87,thermo,75.51514345,88.5,High quality
Q5SK88,thermo,87.68728828,96.57,High quality
Q5SK89,thermo,84.55953537,93.08,High quality
Q5SK91,thermo,85.40966635,90.62,High quality
Q5SK93,thermo,89.61712412,92.44,High quality
Q5SK96,thermo,76.38767923,92.38,High quality
Q5SK98,thermo,87.50101538,97.88,High quality
Q5SKA5,thermo,77.2381724,91.94,High quality
Q5SKA7,thermo,75.63093938,85.62,High quality
Q5SKA9,thermo,87.96007256,93.81,High quality
Q5SKB3,thermo,79.04896803,96.94,High quality
Q5SKB5,thermo,87.19452679,90.81,High quality
Q5SKB7,thermo,89.1260075,91.56,High quality
Q5SKB8,thermo,81.24984839,89.06,High quality
Q5SKC0,thermo,86.76435398,95.88,High quality
Q5SKC1,thermo,88.44891463,96.66,High quality
Q5SKC2,thermo,83.03002899,94.69,High quality
Q5SKC4,thermo,74.33259868,95.69,High quality
Q5SKC5,thermo,79.94857163,94.64,High quality
Q5SKC6,thermo,89.26079856,94.5,High quality
Q5SKD2,thermo,71.26587231,95.59,High quality
Q5SKD3,thermo,83.4039959,95.06,High quality
Q5SKD4,thermo,84.43591833,93.62,High quality
Q5SKD6,thermo,70.28753564,95.43,High quality
Q5SKD7,thermo,87.99282251,82.44,High quality
Q5SKD8,thermo,68.45877099,89.06,High quality
Q5SKD9,thermo,63.08344163,95.57,High quality
Q5SKE0,thermo,65.35098965,85.5,High quality
Q5SKE3,thermo,71.32196407,87.75,High quality
Q5SKE8,thermo,90.73350804,82.88,High quality
Q5SKF3,thermo,82.69221425,97.5,High quality
Q5SKG3,thermo,76.61118556,93.75,High quality
Q5SKG9,thermo,79.39685291,95.88,High quality
Q5SKH1,thermo,87.91281312,94.0,High quality
Q5SKH2,thermo,83.23757026,93.56,High quality
Q5SKH3,thermo,84.725837,93.38,High quality
Q5SKH4,thermo,67.47919037,92.81,High quality
Q5SKH6,thermo,72.35007396,91.25,High quality
Q5SKH7,thermo,84.86536855,95.5,High quality
Q5SKH8,thermo,72.95973337,95.69,High quality
Q5SKH9,thermo,77.5367628,95.56,High quality
Q5SKI3,thermo,82.96245456,94.38,High quality
Q5SKI6,thermo,68.29993237,93.5,High quality
Q5SKI8,thermo,79.65212471,90.88,High quality
Q5SKI9,thermo,70.46708298,86.25,High quality
Q5SKJ0,thermo,85.03357851,88.81,High quality
Q5SKJ3,thermo,88.41680332,96.31,High quality
Q5SKJ5,thermo,77.49092052,92.75,High quality
Q5SKJ6,thermo,83.0808398,94.38,High quality
Q5SKJ8,thermo,82.28171621,90.81,High quality
Q5SKK0,thermo,81.83431682,95.62,High quality
Q5SKK1,thermo,85.15970327,83.5,High quality
Q5SKK6,thermo,71.40338806,78.62,High quality
Q5SKK7,thermo,85.41235272,96.94,High quality
Q5SKK8,thermo,85.79976679,87.81,High quality
Q5SKK9,thermo,73.35188863,90.12,High quality
Q5SKL2,thermo,87.74780685,89.31,High quality
Q5SKL3,thermo,82.1201153,89.44,High quality
Q5SKL4,thermo,82.48608173,91.5,High quality
Q5SKL7,thermo,69.581805,92.92,High quality
Q5SKL8,thermo,84.79580333,97.62,High quality
Q5SKM1,thermo,72.4158133,89.5,High quality
Q5SKM3,thermo,75.46715776,90.06,High quality
Q5SKM5,thermo,78.32146845,86.94,High quality
Q5SKM7,thermo,69.69642322,86.44,High quality
Q5SKM8,thermo,82.25152931,96.17,High quality
Q5SKM9,thermo,78.14172239,91.71,High quality
Q5SKN0,thermo,67.09671359,94.81,High quality
Q5SKN1,thermo,73.1456878,93.85,High quality
Q5SKN3,thermo,83.62044844,92.19,High quality
Q5SKN4,thermo,83.5574497,96.47,High quality
Q5SKN5,thermo,73.3213029,85.69,High quality
Q5SKN9,thermo,76.30192103,93.05,High quality
Q5SKP2,thermo,77.76987017,96.49,High quality
Q5SKP3,thermo,85.48288841,92.75,High quality
Q5SKP4,thermo,74.84218832,90.81,High quality
Q5SKP6,thermo,73.80303925,95.5,High quality
Q5SKP8,thermo,89.3761073,94.81,High quality
Q5SKQ0,thermo,90.00589199,95.5,High quality
Q5SKQ2,thermo,83.93736344,95.94,High quality
Q5SKQ3,thermo,88.67834738,93.38,High quality
Q5SKR4,thermo,69.14820571,93.44,High quality
Q5SKR5,thermo,77.4459601,95.78,High quality
Q5SKR7,thermo,84.49943414,93.56,High quality
Q5SKR8,thermo,80.83524773,80.75,High quality
Q5SKR9,thermo,66.07546633,95.06,High quality
Q5SKS1,thermo,79.19140571,96.39,High quality
Q5SKS3,thermo,88.10490387,93.81,High quality
Q5SKS4,thermo,72.99905765,97.53,High quality
Q5SKS7,thermo,69.71523942,82.06,High quality
Q5SKS9,thermo,81.59518312,93.19,High quality
Q5SKT0,thermo,84.50583833,97.0,High quality
Q5SKT1,thermo,86.003892,96.94,High quality
Q5SKT3,thermo,72.94817477,97.12,High quality
Q5SKT4,thermo,88.65870242,97.06,High quality
Q5SKT5,thermo,88.63149685,96.25,High quality
Q5SKT7,thermo,82.78894578,95.49,High quality
Q5SKT8,thermo,71.08349883,90.88,High quality
Q5SKU2,thermo,69.57662322,90.53,High quality
Q5SKU4,thermo,89.64872222,95.81,High quality
Q5SKU6,thermo,80.3355529,90.06,High quality
Q5SKU8,thermo,81.92236794,97.38,High quality
Q5SKU9,thermo,80.28514748,78.31,High quality
Q5SKV1,thermo,71.35604883,85.0,High quality
Q5SKV2,thermo,63.25617047,89.0,High quality
Q5SKV3,thermo,84.45138458,86.83,High quality
Q5SKV4,thermo,84.03407156,98.12,High quality
Q5SKV5,thermo,86.85874197,92.56,High quality
Q5SKV6,thermo,83.61501453,98.19,High quality
Q5SKV7,thermo,67.08616707,97.65,High quality
Q5SKV9,thermo,84.78745883,93.0,High quality
Q5SKW0,thermo,80.67250896,94.88,High quality
Q5SKW1,thermo,79.05762502,79.31,High quality
Q5SKW3,thermo,83.23639503,93.38,High quality
Q5SKW5,thermo,78.91156495,93.19,High quality
Q5SKW6,thermo,67.81949542,94.19,High quality
Q5SKW8,thermo,87.74818622,96.5,High quality
Q5SKX0,thermo,71.21880476,97.63,High quality
Q5SKX1,thermo,88.99031599,90.06,High quality
Q5SKX2,thermo,87.72541073,84.25,High quality
Q5SKX3,thermo,89.57809756,95.75,High quality
Q5SKY0,thermo,68.0062598,95.81,High quality
Q5SKY1,thermo,67.55717089,94.94,High quality
Q5SKY3,thermo,90.51887312,97.38,High quality
Q5SKY4,thermo,81.52312394,95.56,High quality
Q5SKY5,thermo,62.54264896,85.19,High quality
Q5SKY6,thermo,75.40443661,86.62,High quality
Q5SKY7,thermo,88.142779,97.44,High quality
Q5SKY8,thermo,66.8040167,95.25,High quality
Q5SKY9,thermo,72.7783058,94.06,High quality
Q5SKZ0,thermo,64.52237704,95.5,High quality
Q5SKZ2,thermo,87.12420652,93.75,High quality
Q5SKZ3,thermo,81.91766533,96.25,High quality
Q5SKZ6,thermo,65.6725237,95.94,High quality
Q5SKZ7,thermo,81.70904467,91.68,High quality
Q5SKZ8,thermo,74.74332762,86.06,High quality
Q5SL02,thermo,77.88075862,95.5,High quality
Q5SL07,thermo,81.50568989,91.94,High quality
Q5SL08,thermo,85.72557318,95.25,High quality
Q5SL10,thermo,71.17669672,87.25,High quality
Q5SL12,thermo,89.33048657,96.31,High quality
Q5SL15,thermo,87.72433275,81.94,High quality
Q5SL16,thermo,81.98240694,94.44,High quality
Q5SL18,thermo,89.90738267,96.44,High quality
Q5SL19,thermo,84.96039337,94.94,High quality
Q5SL20,thermo,77.20406941,92.5,High quality
Q5SL21,thermo,77.14257677,91.25,High quality
Q5SL24,thermo,77.97583004,94.12,High quality
Q5SL25,thermo,77.11791569,68.56,Low quality (pLDDT < 70)
Q5SL28,thermo,89.28641979,94.26,High quality
Q5SL35,thermo,65.72346962,93.52,High quality
Q5SL36,thermo,63.47332516,96.49,High quality
Q5SL37,thermo,87.07408109,95.69,High quality
Q5SL38,thermo,63.9193651,91.12,High quality
Q5SL45,thermo,81.94057106,90.62,High quality
Q5SL46,thermo,81.17237891,90.75,High quality
Q5SL51,thermo,65.66937422,83.5,High quality
Q5SL52,thermo,78.61824147,67.44,Low quality (pLDDT < 70)
Q5SL57,thermo,79.31270569,90.12,High quality
Q5SL59,thermo,73.41886481,89.06,High quality
Q5SL60,thermo,77.03414443,84.62,High quality
Q5SL61,thermo,81.37957469,91.94,High quality
Q5SL62,thermo,90.24216386,95.31,High quality
Q5SL64,thermo,82.56094822,97.67,High quality
Q5SL65,thermo,77.41879505,96.0,High quality
Q5SL70,thermo,71.3716197,94.5,High quality
Q5SL71,thermo,89.52656552,90.0,High quality
Q5SL73,thermo,86.31494445,96.12,High quality
Q5SL74,thermo,89.17350796,91.25,High quality
Q5SL76,thermo,87.94169652,97.38,High quality
Q5SL77,thermo,84.12665923,97.5,High quality
Q5SL78,thermo,90.65487978,96.56,High quality
Q5SL81,thermo,87.9938477,93.62,High quality
Q5SL82,thermo,81.819626,96.94,High quality
Q5SL84,thermo,80.042486,83.19,High quality
Q5SL86,thermo,82.54594945,96.77,High quality
Q5SL87,thermo,66.33655072,93.74,High quality
Q5SL90,thermo,81.27956373,82.69,High quality
Q5SL94,thermo,73.71086874,93.06,High quality
Q5SLA4,thermo,84.72347268,87.5,High quality
Q5SLA5,thermo,79.23794537,94.38,High quality
Q5SLA8,thermo,84.01348219,96.16,High quality
Q5SLB0,thermo,89.21498351,84.25,High quality
Q5SLB4,thermo,89.03693345,91.88,High quality
Q5SLC0,thermo,82.37669982,93.25,High quality
Q5SLC3,thermo,83.39550483,95.94,High quality
Q5SLC4,thermo,61.48494455,95.81,High quality
Q5SLC5,thermo,60.28123493,93.75,High quality
Q5SLC6,thermo,74.72171365,94.25,High quality
Q5SLC8,thermo,80.31818269,93.06,High quality
Q5SLC9,thermo,66.07689225,86.48,High quality
Q5SLD0,thermo,65.90274078,90.62,High quality
Q5SLD1,thermo,70.35355977,97.62,High quality
Q5SLD7,thermo,62.25577877,91.12,High quality
Q5SLE0,thermo,78.2585191,96.44,High quality
Q5SLE1,thermo,84.04918807,88.06,High quality
Q5SLE3,thermo,74.83685252,89.5,High quality
Q5SLE7,thermo,65.33719491,95.88,High quality
Q5SLE8,thermo,88.82732294,93.98,High quality
Q5SLF0,thermo,74.33934262,95.62,High quality
Q5SLF2,thermo,86.28689637,95.38,High quality
Q5SLF3,thermo,89.13997594,92.31,High quality
Q5SLF5,thermo,90.60994548,95.94,High quality
Q5SLF7,thermo,84.76770608,97.53,High quality
Q5SLG2,thermo,88.6068986,96.94,High quality
Q5SLG3,thermo,82.68388815,93.94,High quality
Q5SLG4,thermo,63.1795833,94.06,High quality
Q5SLG5,thermo,88.23872716,97.56,High quality
Q5SLG6,thermo,83.83282481,93.69,High quality
Q5SLG7,thermo,64.82188658,84.44,High quality
Q5SLG9,thermo,83.93840151,96.31,High quality
Q5SLH3,thermo,77.52547846,96.83,High quality
Q5SLH4,thermo,71.47984714,88.85,High quality
Q5SLI2,thermo,89.54270089,89.81,High quality
Q5SLI7,thermo,85.91859882,96.19,High quality
Q5SLI8,thermo,85.02001742,96.25,High quality
Q5SLJ0,thermo,81.48338982,96.19,High quality
Q5SLJ1,thermo,81.92325345,80.94,High quality
Q5SLJ5,thermo,65.7141368,87.12,High quality
Q5SLJ6,thermo,88.00195242,96.19,High quality
Q5SLJ7,thermo,80.63304933,93.0,High quality
Q5SLJ8,thermo,75.87029746,90.5,High quality
Q5SLK1,thermo,86.07680561,96.5,High quality
Q5SLK3,thermo,77.74119557,97.94,High quality
Q5SLK4,thermo,82.85540604,93.56,High quality
Q5SLK5,thermo,71.02087534,83.38,High quality
Q5SLK7,thermo,89.20002677,87.38,High quality
Q5SLL0,thermo,83.80052528,96.1,High quality
Q5SLL1,thermo,68.38514502,90.38,High quality
Q5SLL2,thermo,84.2929725,93.5,High quality
Q5SLL3,thermo,70.38190986,94.87,High quality
Q5SLL4,thermo,81.79768801,96.31,High quality
Q5SLL5,thermo,87.54673325,94.47,High quality
Q5SLL6,thermo,87.91084267,97.45,High quality
Q5SLL7,thermo,76.50446446,90.25,High quality
Q5SLL8,thermo,86.40740845,93.75,High quality
Q5SLM2,thermo,89.27879672,91.44,High quality
Q5SLM3,thermo,82.30915673,97.33,High quality
Q5SLM7,thermo,88.23685823,81.94,High quality
Q5SLM9,thermo,78.26097018,94.06,High quality
Q5SLN1,thermo,60.60821051,94.52,High quality
Q5SLN2,thermo,79.88190632,86.88,High quality
Q5SLN4,thermo,83.98220382,92.19,High quality
Q5SLN8,thermo,89.02362751,91.12,High quality
Q5SLP1,thermo,62.86756567,96.56,High quality
Q5SLP6,thermo,89.84271188,91.75,High quality
Q5SLP7,thermo,88.35475204,91.36,High quality
Q5SLP8,thermo,85.93524134,94.36,High quality
Q5SLP9,thermo,87.00612499,84.29,High quality
Q5SLQ0,thermo,85.54951059,86.76,High quality
Q5SLQ1,thermo,84.26629751,90.35,High quality
Q5SLQ3,thermo,78.98779342,94.63,High quality
Q5SLQ4,thermo,66.44388684,91.56,High quality
Q5SLR0,thermo,85.40151306,96.81,High quality
Q5SLR1,thermo,82.53574833,77.06,High quality
Q5SLR3,thermo,90.33284108,98.62,High quality
Q5SLR4,thermo,90.3340947,96.84,High quality
Q5SLR5,thermo,76.84234296,96.16,High quality
Q5SLR8,thermo,82.74416966,96.06,High quality
Q5SLR9,thermo,88.7377576,95.44,High quality
Q5SLS0,thermo,77.26258789,93.75,High quality
Q5SLS4,thermo,80.67616967,95.0,High quality
Q5SLS6,thermo,83.73053018,95.13,High quality
Q5SLS7,thermo,87.448009,96.38,High quality
Q5SLS9,thermo,83.9753025,88.94,High quality
Q5SLT5,thermo,84.85445657,91.06,High quality
Q5SLT7,thermo,78.55223459,95.19,High quality
Q5SLU1,thermo,61.70406524,90.88,High quality
Q5SLU2,thermo,84.57219403,92.0,High quality
Q5SLU4,thermo,84.90118628,93.75,High quality
Q5SLU5,thermo,73.69715998,93.59,High quality
Q5SLV1,thermo,83.0991198,88.56,High quality
Q5SLV2,thermo,84.90997739,90.38,High quality
Q5SLV4,thermo,77.02178301,91.56,High quality
Q5SLV6,thermo,87.76471794,85.12,High quality
Q5SLV8,thermo,88.53510004,95.5,High quality
Q5SLV9,thermo,69.7702746,80.75,High quality
Q5SLW0,thermo,75.61914886,95.69,High quality
Q5SLW2,thermo,64.32051421,84.5,High quality
Q5SLW4,thermo,85.48795014,93.0,High quality
Q5SLW7,thermo,71.16935533,91.94,High quality
Q5SLW8,thermo,63.54739376,91.62,High quality
Q5SLW9,thermo,86.32016616,86.59,High quality
Q5SLX0,thermo,74.03973745,96.19,High quality
Q5SLX2,thermo,84.86256431,95.2,High quality
Q5SLX5,thermo,62.46990547,89.62,High quality
Q5SLX6,thermo,84.09296807,87.81,High quality
Q5SLY0,thermo,63.97073544,84.12,High quality
Q5SLY1,thermo,74.04137589,65.56,Low quality (pLDDT < 70)
Q5SLY2,thermo,80.06817244,94.88,High quality
Q5SLY5,thermo,82.7980694,89.88,High quality
Q5SLY6,thermo,68.40336857,97.88,High quality
Q5SLY7,thermo,76.75593421,95.38,High quality
Q5SLZ0,thermo,78.82434577,96.94,High quality
Q5SLZ5,thermo,66.41344713,90.56,High quality
Q5SLZ7,thermo,83.00044692,94.88,High quality
Q5SLZ9,thermo,73.26708487,83.81,High quality
Q5SM00,thermo,82.41853492,95.56,High quality
Q5SM01,thermo,78.1722012,82.04,High quality
Q5SM02,thermo,70.60799294,87.56,High quality
Q5SM03,thermo,78.43685763,96.09,High quality
Q5SM04,thermo,82.92251362,90.12,High quality
Q5SM05,thermo,69.18796427,91.19,High quality
Q5SM07,thermo,71.22763502,84.44,High quality
Q5SM08,thermo,84.69943973,92.06,High quality
Q5SM09,thermo,69.2957185,88.92,High quality
Q5SM11,thermo,84.61303104,97.06,High quality
Q5SM13,thermo,69.4443142,96.12,High quality
Q5SM16,thermo,70.64944242,91.54,High quality
Q5SM17,thermo,84.13174976,92.06,High quality
Q5SM19,thermo,86.44748489,95.5,High quality
Q5SM20,thermo,65.75491178,84.81,High quality
Q5SM22,thermo,71.23491081,94.69,High quality
Q5SM23,thermo,75.70954223,95.29,High quality
Q5SM24,thermo,80.5143731,86.75,High quality
Q5SM27,thermo,60.78109954,96.32,High quality
Q5SM28,thermo,89.76015536,96.14,High quality
Q5SM31,thermo,68.05084182,95.31,High quality
Q5SM33,thermo,78.90002416,94.12,High quality
Q5SM34,thermo,66.61345144,87.62,High quality
Q5SM35,thermo,67.43395269,97.56,High quality
Q5SM37,thermo,88.25512026,97.06,High quality
Q5SM40,thermo,86.93229786,96.94,High quality
Q5SM42,thermo,73.66388324,93.62,High quality
Q5SM43,thermo,74.56897849,94.62,High quality
Q5SM45,thermo,87.42951656,95.34,High quality
Q5SM60,thermo,73.70154388,95.23,High quality
Q5SM61,thermo,73.22968021,96.12,High quality
Q5SM62,thermo,76.03075825,90.12,High quality
Q5SM65,thermo,85.82450176,96.06,High quality
